iter	Logloss
579	0.2852721669
580	0.2850646081
581	0.2847377006
582	0.2844460788
583	0.2842251079
584	0.283918688
585	0.2837883092
586	0.2836085918
587	0.2834201569
588	0.2831671033
589	0.2829194503
590	0.2827187991
591	0.2825043193
592	0.2822000637
593	0.2819597988
594	0.2817580059
595	0.2813660403
596	0.2810830063
597	0.2807596811
598	0.2805246576
599	0.280250542
600	0.2800050639
601	0.2797232895
602	0.2795727022
603	0.2792991269
604	0.2789151685
605	0.2785592718
606	0.2782858841
607	0.2780975636
608	0.2779392347
609	0.2777165335
610	0.277491075
611	0.2772698667
612	0.2770831878
613	0.2767726562
614	0.2765552156
615	0.2763104014
616	0.275974363
617	0.2758235065
618	0.2754021099
619	0.2751574294
620	0.2748850296
621	0.2746027789
622	0.274330039
623	0.2739687364
624	0.2735155791
625	0.273312224
626	0.2729163459
627	0.2726817163
628	0.2725713049
629	0.2723817894
630	0.2719957991
631	0.2718047
632	0.271507602
633	0.2713585076
634	0.2711492205
635	0.2708625246
636	0.2704262785
637	0.2700774815
638	0.2699063152
639	0.2696589108
640	0.2695054737
641	0.2692007856
642	0.269016107
643	0.2688589266
644	0.2685602351
645	0.2681794069
646	0.2679869054
647	0.267670107
648	0.2674342032
649	0.2671879218
650	0.2666824765
651	0.2662951396
652	0.2661568536
653	0.2659008179
654	0.2656664373
655	0.2654253138
656	0.2650997315
657	0.2649455151
658	0.2647710536
659	0.264544512
660	0.2643387895
661	0.2641084847
662	0.2638783995
663	0.2635539126
664	0.2633498469
665	0.2630352775
666	0.2628282108
667	0.2625989844
668	0.2622531862
669	0.262085551
670	0.2618931016
671	0.2616054645
672	0.2614187299
673	0.261250645
674	0.260980558
675	0.2607950934
676	0.2604604243
677	0.2601628073
678	0.2598884211
679	0.2595646926
680	0.2593285676
681	0.2591277231
682	0.2588031459
683	0.2586245569
684	0.2583470215
685	0.2581122269
686	0.2578670029
687	0.2577629212
688	0.2576069954
689	0.2572329342
690	0.2569635344
691	0.2567693368
692	0.2565599657
693	0.2562378105
694	0.2559732843
695	0.2557081017
696	0.2554225127
697	0.2552944294
698	0.2549327939
699	0.2547264076
700	0.2543994871
701	0.25414329
702	0.2539304875
703	0.2536762313
704	0.2533823203
705	0.2532153781
706	0.252894904
707	0.2527285072
708	0.2524733382
709	0.2522122632
710	0.2519282235
711	0.2516475139
712	0.2513572513
713	0.2511107321
714	0.2508605078
715	0.2505243368
716	0.2502896673
717	0.2500165629
718	0.2498675735
719	0.2497652431
720	0.2495637064
721	0.2492764687
722	0.2490768612
723	0.2486974661
724	0.2485835265
725	0.2484251426
726	0.2482094727
727	0.2479084055
728	0.2476844005
729	0.2473195137
730	0.2470515181
731	0.2467491644
732	0.2465574713
733	0.2464274663
734	0.2462339676
735	0.2460034735
736	0.2458613818
737	0.2456940504
738	0.2454442216
739	0.2453023309
740	0.2450951591
741	0.2448751902
742	0.2446132345
743	0.2443623546
744	0.2440894011
745	0.2438451146
746	0.2434834654
747	0.2431711538
748	0.2429612072
749	0.2428507725
750	0.2426583955
751	0.2425323039
752	0.2423271334
753	0.2421035017
754	0.241841265
755	0.2415517684
756	0.2412588277
757	0.2412305575
758	0.2409210626
759	0.2407321259
760	0.2405916331
761	0.2404358052
762	0.2402295049
763	0.2400481853
764	0.2397630651
765	0.2395716689
766	0.2393335224
767	0.2391356074
768	0.2389328353
769	0.2387412976
770	0.2386365007
771	0.2383413084
772	0.2381319286
773	0.2379336532
774	0.2377576708
775	0.2375425137
776	0.2372952816
777	0.2371124922
778	0.2368724045
779	0.2365818601
780	0.2362378
781	0.2359690275
782	0.2356339788
783	0.2353836948
784	0.2350483252
785	0.2347811253
786	0.2345731827
787	0.2342537625
788	0.2339721769
789	0.233649469
790	0.2333816028
791	0.2332363835
792	0.2328911534
793	0.2327608135
794	0.2324430424
795	0.2322922619
796	0.2321198492
797	0.2320080944
798	0.231839942
799	0.2315885297
800	0.2310887666
801	0.2308979625
802	0.2307183522
803	0.2305248519
804	0.2302254706
805	0.2299994045
806	0.2297346558
807	0.2295366227
808	0.2292535205
809	0.2290608398
810	0.2289320034
811	0.2286578705
812	0.2285425937
813	0.2283538951
814	0.2281449762
815	0.2278819023
816	0.22766186
817	0.2274561204
818	0.2272951037
819	0.2271350291
820	0.2269470808
821	0.2267513159
822	0.2265471377
823	0.2263377759
824	0.2259682053
825	0.2257126492
826	0.2254608349
827	0.2252528421
828	0.2249874408
829	0.2248412445
830	0.224589096
831	0.2242868042
832	0.2240091849
833	0.2237262659
834	0.2234621048
835	0.2232074569
836	0.2230947386
837	0.2227759449
838	0.2224116346
839	0.2220940272
840	0.2219541499
841	0.2216709931
842	0.2214838762
843	0.2211796735
844	0.2208774432
845	0.2205892987
846	0.220416061
847	0.2201659993
848	0.2200825523
849	0.219777982
850	0.2195754979
851	0.2193920222
852	0.2192271603
853	0.2190369808
854	0.2188239266
855	0.218591557
856	0.2183489555
857	0.2181197529
858	0.2179876775
859	0.2178000183
860	0.2175603203
861	0.2172137107
862	0.21702341
863	0.2167688563
864	0.2165528282
865	0.216417806
866	0.2161302621
867	0.2158257799
868	0.2155998303
869	0.2154701183
870	0.2152368308
871	0.2151246734
872	0.2148253473
873	0.2146568014
874	0.214427001
875	0.2142363253
876	0.2140990215
877	0.2138606749
878	0.2136434775
879	0.213423186
880	0.2131935259
881	0.2129814296
882	0.2127977718
883	0.2126836264
884	0.2124342189
885	0.2121934664
886	0.2119198102
887	0.2117239436
888	0.2115409398
889	0.2113885425
890	0.2112126089
891	0.2110970498
892	0.2108638459
893	0.2106916167
894	0.2103314342
895	0.2101651168
896	0.2099559529
897	0.2097958362
898	0.2096110044
899	0.2094490788
900	0.2091702713
901	0.2090543275
902	0.2088422122
903	0.2086898822
904	0.2086077816
905	0.2083397235
906	0.2081905872
907	0.2080793693
908	0.2078963272
909	0.2076618257
910	0.207514076
911	0.2072126159
912	0.2070562329
913	0.2067530796
914	0.2065835568
915	0.2063436086
916	0.2061530697
917	0.2059641838
918	0.2058074568
919	0.205584616
920	0.2053811872
921	0.2051677037
922	0.2050149857
923	0.2047915293
924	0.2046335038
925	0.2045395047
926	0.2044737425
927	0.2042650998
928	0.2040886645
929	0.2039056718
930	0.2037126164
931	0.2035321122
932	0.2033472103
933	0.203115536
934	0.2029252705
935	0.2026022216
936	0.2023405678
937	0.2021610028
938	0.2019766068
939	0.2018754645
940	0.2017079974
941	0.2014779505
942	0.2013459313
943	0.2011745588
944	0.200808214
945	0.2005519152
946	0.2004154093
947	0.2002840111
948	0.1999536024
949	0.1997438119
950	0.199564682
951	0.1993778893
952	0.199202844
953	0.1989916525
954	0.1987525763
955	0.1985509641
956	0.1983636678
957	0.1981603309
958	0.197960832
959	0.1978247381
960	0.1977144881
961	0.1975034972
962	0.1972949905
963	0.197184362
964	0.1970187488
965	0.1967907647
966	0.1967222051
967	0.1966005196
968	0.1964307808
969	0.1963274523
970	0.1962176777
971	0.1959986851
972	0.1957236303
973	0.1955936285
974	0.1954565987
975	0.1952878934
976	0.1951231361
977	0.194817671
978	0.1946206694
979	0.1944772647
980	0.1942399198
981	0.193975625
982	0.193803509
983	0.1935614692
984	0.193403688
985	0.1932699176
986	0.1931096999
987	0.192887587
988	0.1927841817
989	0.192532581
990	0.1923412174
991	0.192154803
992	0.1919061505
993	0.191807751
994	0.1916049201
995	0.1913626952
996	0.191199743
997	0.1910739676
998	0.1907904168
999	0.1906662127
99	0.1955541052
